,Postal Code,City,Street,Latitude,Longitude
327,1441,København K,Midtdyssen,55.67662000000007,12.611608770000032
328,1441,København K,Syddyssen,55.67662000000007,12.611608770000032
329,1448,København K,Asiatisk Plads 2,55.67567000000008,12.567560000000071
330,1450,København K,Nytorv,55.67700038500004,12.573320000000024
331,1451,København K,Larslejsstræde,55.67992500000008,12.569615096000064
332,1452,København K,Teglgårdstræde,55.679350000000056,12.568259727000054
333,1453,København K,Sankt Peders Stræde,55.67897277800006,12.569280000000049
334,1454,København K,Larsbjørnsstræde,55.678180000000054,12.569624660000045
335,1455,København K,Studiestræde 1-49 + 2-42,55.67901000000006,12.570517078000023
336,1456,København K,Vestergade,55.67731500000008,12.569360449000044
337,1457,København K,Gammeltorv,55.67810500000007,12.571570296000061
338,1458,København K,Kattesundet,55.67667254200006,12.571720000000028
339,1459,København K,Frederiksberggade,55.67733000000004,12.570707812000023
340,1460,København K,Mikkel Bryggers Gade,55.67660500000005,12.570901470000024
341,1461,København K,Slutterigade,55.67695500000008,12.572658230000059
342,1462,København K,Lavendelstræde,55.67602000000005,12.57137209800004
343,1463,København K,Farvergade,55.675955000000044,12.572481444000061
344,1464,København K,Hestemøllestræde,55.67641500000008,12.57274062600004
345,1465,København K,Gåsegade,55.67603500000007,12.573451610000063
346,1466,København K,Rådhusstræde,55.676789273000054,12.573955000000069
347,1467,København K,Vandkunsten,55.67623500000008,12.574326363000068
348,1468,København K,Løngangstræde,55.67530500000004,12.57281942000003
349,1470,København K,Stormgade 2-16,55.67504000000008,12.574444907000043
350,1471,København K,Ny Vestergade,55.674450000000036,12.575443889000042
351,1472,København K,"Ny Kongensgade,  til 17 + til 16",55.67369000000008,12.576023083000052
352,1473,København K,Bryghusgade,55.67258256900004,12.578375000000051
353,1500,København V,Bernstorffsgade 40,55.67567000000008,12.567560000000071
364,1532,København V,"Kystvejen 26, 2770 Kastrup",55.67567000000008,12.567560000000071
365,1533,København V,"Kystvejen 26, 2770 Kastrup",55.67567000000008,12.567560000000071
366,1550,København V,Rådhuspladsen,55.676100000000076,12.569848939000053
367,1550,København V,Bag Rådhuset,55.676100000000076,12.569848939000053
368,1551,København V,Jarmers Plads,55.67871000000008,12.56571875000003
369,1552,København V,Vester Voldgade,55.67805500000003,12.567520198000068
370,1553,København V,Langebro,55.67419000000007,12.569699058000026
371,1553,København V,H.C. Andersens Boulevard,55.67419000000007,12.569699058000026
372,1554,København V,Studiestræde 51-69 + 46-54,55.67683500000004,12.565042662000053
373,1555,København V,Stormgade Ulige nr + 18-20,55.67422516500005,12.572440000000029
374,1556,København V,Dantes Plads,55.67367000000007,12.573521410000069
375,1557,København V,"Ny Kongensgade, fra 18 + fra 19",55.67301000000003,12.574763264000069
376,1558,København V,Christiansborggade,55.671845000000076,12.577079753000021
377,1559,København V,Christians Brygge 24 - 30,55.67313500000006,12.580864095000038
378,1560,København V,Kalvebod Brygge,55.666040000000066,12.56765891200007
379,1561,København V,Kalvebod Pladsvej,55.66380500000008,12.565095718000066
380,1561,København V,Fisketorvet,55.66380500000008,12.565095718000066
381,1562,København V,Hambrosgade,55.67035500000003,12.573721442000021
382,1563,København V,Otto Mønsteds Plads,55.67078334800004,12.573836140000026
383,1564,København V,Rysensteensgade,55.671266554000056,12.57488733200006
384,1566,København V,Tietgensgade 37,55.67567000000008,12.567560000000071
385,1567,København V,Polititorvet,55.66990000000004,12.570839643000056
386,1568,København V,Mitchellsgade,55.66947000000005,12.572630607000065
387,1569,København V,Edvard Falcks Gade,55.67076000000003,12.571117095000034
388,1570,København V,Københavns Hovedbanegård,55.67341000000005,12.563982100000032
389,1570,København V,Banegårdspladsen,55.67341000000005,12.563982100000032
390,1571,København V,Otto Mønsteds Gade,55.67100500000004,12.572534176000033
391,1572,København V,Anker Heegaards Gade,55.67155500000007,12.573432625000066
392,1573,København V,Puggaardsgade,55.672025000000076,12.573482874000035
393,1574,København V,Niels Brocks Gade,55.67212500000005,12.572293609000042
394,1575,København V,Ved Glyptoteket,55.67205000000007,12.570842010000035
395,1576,København V,Stoltenbergsgade,55.67105500000008,12.569568364000077
396,1577,København V,Bernstorffsgade,55.66722500000003,12.566642719000072
397,1592,København V,Bernstorffsgade 17-19,55.67567000000008,12.567560000000071
398,1599,København V,Rådhuspladsen 1,55.67567000000008,12.567560000000071
399,1600,København V,Gyldenløvesgade Ulige nr.,55.68017500000008,12.562340802000051
400,1601,København V,Vester Søgade,55.67809761900003,12.558215000000075
401,1602,København V,Nyropsgade,55.67761121900003,12.560735000000022
402,1603,København V,Dahlerupsgade,55.67916500000007,12.562434487000075
403,1604,København V,Kampmannsgade,55.67775353900004,12.561830000000043
404,1605,København V,Herholdtsgade,55.67598000000004,12.561129659000073
405,1606,København V,Vester Farimagsgade,55.67665078600004,12.562070000000062
406,1607,København V,Staunings Plads,55.67832946400006,12.563490000000058
407,1608,København V,Jernbanegade,55.67607500000008,12.565751986000066
408,1609,København V,Axeltorv,55.67621500000007,12.564137973000072
409,1610,København V,Gammel Kongevej 1-51 + 2-10,55.67470780100007,12.566921452000031
410,1611,København V,Hammerichsgade,55.677642356000035,12.563765000000046
411,1612,København V,Ved Vesterport,55.67523500000004,12.561142894000056
412,1613,København V,Meldahlsgade,55.67454875400006,12.56165500000003
413,1614,København V,Trommesalen,55.67355500000008,12.56090000000006
414,1615,København V,Sankt Jørgens Allé,55.673721786000044,12.559233495000058
415,1616,København V,Stenosgade,55.67330500000003,12.557127309000066
416,1617,København V,Bagerstræde,55.67301500000008,12.554632122000044
417,1618,København V,Tullinsgade,55.67365039800006,12.551291997000021
418,1619,København V,Værnedamsvej Lige nr.,55.67400743200005,12.550034723000067
419,1620,København V,Vesterbros Torv,55.67265251300006,12.553176913000073
420,1620,København V,Vesterbrogade 1-151 + 2-150,55.67265251300006,12.553176913000073
421,1621,København V,Frederiksberg Allé 1 - 13B,55.67304067826776,12.54840428420361
422,1622,København V,Boyesgade Ulige nr,55.67264295100006,12.546713974000056
423,1623,København V,Kingosgade 1-9 + 2-6,55.67195772500003,12.545128125000076
424,1624,København V,Brorsonsgade,55.67229000000003,12.546312079000074
425,1630,København V,Vesterbrogade 3,55.67567000000008,12.567560000000071
426,1631,København V,Herman Triers Plads,55.682540000000074,12.555422602000021
427,1632,København V,Julius Thomsens Gade Lige nr,55.68207000000007,12.554323190000048
428,1633,København V,Kleinsgade,55.68225000000007,12.55655861400004
429,1634,København V,Rosenørns Allé 2-18,55.681746140005636,12.555849826762799
430,1635,København V,Åboulevard 1-13,55.68295000000006,12.556215444000031
431,1640,København V,Dahlerupsgade 6,55.67567000000008,12.567560000000071
432,1650,København V,Istedgade,55.66964870800007,12.55607838000003
433,1651,København V,Reventlowsgade,55.672105671000054,12.564400000000035
434,1652,København V,Colbjørnsensgade,55.671655000000044,12.56253511500006
435,1653,København V,Helgolandsgade,55.672605255000065,12.561558974000036
436,1654,København V,Abel Cathrines Gade,55.67188345400007,12.558922191000022
437,1655,København V,Viktoriagade,55.67175000000003,12.557617632000074
438,1656,København V,Gasværksvej,55.67125493200007,12.556800000000067
439,1657,København V,Eskildsgade,55.67096732600004,12.555385000000058
440,1658,København V,Absalonsgade,55.67087571600007,12.554358653000065
441,1659,København V,Svendsgade,55.671605000000056,12.554389531000027
442,1660,København V,Dannebrogsgade,55.66949723500005,12.55245702600007
443,1660,København V,Otto Krabbes Plads,55.66949723500005,12.55245702600007
444,1661,København V,Westend,55.67121556900008,12.551990000000046
445,1662,København V,Saxogade,55.67075848500008,12.55072000000007
446,1663,København V,Oehlenschlægersgade,55.667455000000075,12.550360615000045
