,Street,cph_lat,cph_lon,Venue,Venue Latitude,Venue Longitude,Venue Category
102,Nyhavn,55.679770000000076,12.59220450500004,STUD!O,55.67796897072883,12.592252270528702,Restaurant
103,Nyhavn,55.679770000000076,12.59220450500004,Told & Snaps,55.679869,12.591598,Restaurant
104,Nyhavn,55.679770000000076,12.59220450500004,Den Vandrette,55.67853732494241,12.592842526323944,Wine Bar
105,Nyhavn,55.679770000000076,12.59220450500004,Sea by Kiin Kiin,55.67922932327034,12.593392786033236,Asian Restaurant
106,Nyhavn,55.679770000000076,12.59220450500004,Holberg no. 19,55.678736027083836,12.590543441474928,Café
107,Nyhavn,55.679770000000076,12.59220450500004,Ofelia Plads,55.681231110253265,12.595012716142136,Plaza
108,Nyhavn,55.679770000000076,12.59220450500004,Nebbiolo,55.681116,12.589191,Wine Bar
109,Nyhavn,55.679770000000076,12.59220450500004,Chill-ee,55.68098223213833,12.589854218965037,Sandwich Place
110,Nyhavn,55.679770000000076,12.59220450500004,71 Nyhavn Hotel,55.67944846430373,12.593703277633354,Hotel
111,Nyhavn,55.679770000000076,12.59220450500004,Kunsthal Charlottenborg,55.67992619015504,12.588278526489983,Art Gallery
112,Nyhavn,55.679770000000076,12.59220450500004,The Union Kitchen,55.681371,12.589345800000046,Breakfast Spot
113,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Havfruen,55.67999306023292,12.590580342023486,Seafood Restaurant
114,Nyhavn,55.679770000000076,12.59220450500004,Vaffelbageren,55.6798201829072,12.59155179557427,Ice Cream Shop
115,Nyhavn,55.679770000000076,12.59220450500004,Café Ermanno,55.68114764070817,12.588744951812927,Café
116,Nyhavn,55.679770000000076,12.59220450500004,No. 11 Café,55.681873473040035,12.590387502766566,Café
117,Nyhavn,55.679770000000076,12.59220450500004,Jeppes Badehotel,55.68114722940021,12.589923146639526,Bar
118,Nyhavn,55.679770000000076,12.59220450500004,Fuego,55.67823116841936,12.589047350233457,Steakhouse
119,Nyhavn,55.679770000000076,12.59220450500004,The Standard,55.677667467537425,12.591752610739523,Scandinavian Restaurant
120,Nyhavn,55.679770000000076,12.59220450500004,Almanak,55.67777550217731,12.591822465977268,Scandinavian Restaurant
121,Nyhavn,55.679770000000076,12.59220450500004,Admiral Hotel,55.681985399444635,12.593701898258349,Hotel
122,Nyhavn,55.679770000000076,12.59220450500004,Damindra,55.67876721240542,12.590726320008645,Japanese Restaurant
123,Nyhavn,55.679770000000076,12.59220450500004,Zeleste,55.68090828325428,12.588389425435357,Scandinavian Restaurant
124,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Barr,55.677772164560984,12.596363716497915,Scandinavian Restaurant
125,Nyhavn,55.679770000000076,12.59220450500004,Hotel Sanders,55.67845101995515,12.587354817457431,Hotel
126,Nyhavn,55.679770000000076,12.59220450500004,Noma,55.67787042169475,12.596108806719506,Scandinavian Restaurant
127,Nyhavn,55.679770000000076,12.59220450500004,Hummer,55.67944903049811,12.59237768058084,Seafood Restaurant
128,Nyhavn,55.679770000000076,12.59220450500004,Nyhavns Færgekro,55.680659322905576,12.588219908776077,Scandinavian Restaurant
129,Nyhavn,55.679770000000076,12.59220450500004,MASH,55.681873735233594,12.5884850713547,Steakhouse
130,Nyhavn,55.679770000000076,12.59220450500004,Winterspring,55.681211,12.589357,Dessert Shop
131,Nyhavn,55.679770000000076,12.59220450500004,Nyhavn 37,55.67996144124873,12.590440557966234,Scandinavian Restaurant
132,Nyhavn,55.679770000000076,12.59220450500004,Lomos Food Shop,55.67842605602082,12.59011400576937,Deli / Bodega
133,Nyhavn,55.679770000000076,12.59220450500004,Det Kongelige Teater,55.67976070989973,12.586074549677948,Theater
134,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Kompasset,55.67939808907518,12.592342864491075,Scandinavian Restaurant
135,Nyhavn,55.679770000000076,12.59220450500004,JOE & THE JUICE,55.681829,12.591095,Juice Bar
136,Nyhavn,55.679770000000076,12.59220450500004,Broens Gadekøkken - Broen Streetfood,55.67798584614394,12.596794718538403,Street Food Gathering
137,Nyhavn,55.679770000000076,12.59220450500004,Apollo Bar,55.68000180874106,12.588113157518363,Bar
138,Nyhavn,55.679770000000076,12.59220450500004,Brønnum,55.679696175899636,12.586644159754318,Cocktail Bar
139,Nyhavn,55.679770000000076,12.59220450500004,Sankt Annæ Plads,55.68181108978796,12.590328003710068,Plaza
140,Nyhavn,55.679770000000076,12.59220450500004,1. th.,55.67909069404065,12.589725852012634,Scandinavian Restaurant
141,Nyhavn,55.679770000000076,12.59220450500004,The Corner,55.67771638045649,12.597792849057445,Coffee Shop
142,Nyhavn,55.679770000000076,12.59220450500004,Tony's,55.67799490801001,12.591835056213808,Italian Restaurant
143,Nyhavn,55.679770000000076,12.59220450500004,Nærvær,55.67740562124506,12.5963785735765,Wine Bar
144,Nyhavn,55.679770000000076,12.59220450500004,Boathouse,55.677578,12.595219,Seafood Restaurant
145,Nyhavn,55.679770000000076,12.59220450500004,Taller,55.67869446860539,12.587429881095886,Scandinavian Restaurant
146,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Sankt Annæ,55.6815418247128,12.591361904692324,Scandinavian Restaurant
147,Nyhavn,55.679770000000076,12.59220450500004,108,55.67759650997885,12.597777843475342,Scandinavian Restaurant
148,Nyhavn,55.679770000000076,12.59220450500004,Karma Sushi,55.67786808909263,12.589079382517712,Sushi Restaurant
149,Nyhavn,55.679770000000076,12.59220450500004,Tipsy Mermaid,55.678315,12.593173,Bar
150,Nyhavn,55.679770000000076,12.59220450500004,Amaliehaven,55.68343106660768,12.59537968158263,Park
151,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Amalie,55.68268978175843,12.592062471490998,Scandinavian Restaurant
152,Nyhavn,55.679770000000076,12.59220450500004,Kgl. Teater Gamle Scene,55.679186670314856,12.585692563697654,Theater
153,Nyhavn,55.679770000000076,12.59220450500004,Venezia Italian Restaurant,55.680161451170235,12.590011037037304,Italian Restaurant
154,Nyhavn,55.679770000000076,12.59220450500004,Restaurant AOC,55.68329443847229,12.589048109816558,Restaurant
155,Nyhavn,55.679770000000076,12.59220450500004,Hôtel d'Angleterre,55.68067069693812,12.584899514672804,Hotel
156,Nyhavn,55.679770000000076,12.59220450500004,Iluka,55.677774,12.589291,Seafood Restaurant
157,Nyhavn,55.679770000000076,12.59220450500004,Christianshavns Færgecafé,55.67559842932219,12.592357968984716,Gastropub
158,Nyhavn,55.679770000000076,12.59220450500004,Bedwood Hostel,55.679990984853234,12.59279310393383,Hostel
159,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Palægade,55.682217,12.586617,Scandinavian Restaurant
160,Nyhavn,55.679770000000076,12.59220450500004,Original Coffee,55.68384216596805,12.58987783383882,Coffee Shop
161,Nyhavn,55.679770000000076,12.59220450500004,Amalienborg (Amalienborg Slot),55.68402049165853,12.593207359313965,Palace
162,Nyhavn,55.679770000000076,12.59220450500004,Forloren Espresso,55.682567,12.58635,Coffee Shop
163,Nyhavn,55.679770000000076,12.59220450500004,Gasoline Grill,55.677789290127066,12.597155688919724,Burger Joint
164,Nyhavn,55.679770000000076,12.59220450500004,Krøyers Café,55.676795,12.595738,Café
165,Nyhavn,55.679770000000076,12.59220450500004,SALT Bar & Restaurant,55.681873725948094,12.5941575602009,Seafood Restaurant
166,Nyhavn,55.679770000000076,12.59220450500004,Kongens Nytorv,55.679299112359296,12.58525741019448,Plaza
167,Nyhavn,55.679770000000076,12.59220450500004,Otto,55.68264826919816,12.586333758208978,Restaurant
168,Nyhavn,55.679770000000076,12.59220450500004,Daizy’s,55.681343,12.5916,Restaurant
169,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Kanalen,55.675614,12.593046,Scandinavian Restaurant
170,Nyhavn,55.679770000000076,12.59220450500004,Oink Oink CPH BBQ,55.679434,12.597991,Food Stand
171,Nyhavn,55.679770000000076,12.59220450500004,Les Voyageurs,55.678161,12.588523,Café
172,Nyhavn,55.679770000000076,12.59220450500004,Hyttefadet,55.68019709990234,12.589617652743913,Scandinavian Restaurant
173,Nyhavn,55.679770000000076,12.59220450500004,FIAT,55.68128588567555,12.585790000761703,Italian Restaurant
174,Nyhavn,55.679770000000076,12.59220450500004,Den Plettede Gris,55.678408973444895,12.59892766760891,Coffee Shop
175,Nyhavn,55.679770000000076,12.59220450500004,Øl & Grill,55.679924,12.590836,Scandinavian Restaurant
176,Nyhavn,55.679770000000076,12.59220450500004,Geist,55.681423357712355,12.586278370093273,Restaurant
177,Nyhavn,55.679770000000076,12.59220450500004,Marchal,55.68055644977679,12.58492503297963,French Restaurant
178,Nyhavn,55.679770000000076,12.59220450500004,Rajissimo,55.68033921923604,12.589218884842566,Ice Cream Shop
179,Nyhavn,55.679770000000076,12.59220450500004,Emmerys,55.68132474318597,12.589415965024521,Bakery
180,Nyhavn,55.679770000000076,12.59220450500004,Gorm's,55.67989505254606,12.590162933467749,Italian Restaurant
181,Nyhavn,55.679770000000076,12.59220450500004,Mad&Vin,55.679295615014205,12.58526154269126,Grocery Store
182,Nyhavn,55.679770000000076,12.59220450500004,Siciliansk Is,55.67552100589542,12.59278447837718,Ice Cream Shop
183,Nyhavn,55.679770000000076,12.59220450500004,Café & Restaurant Ofelia,55.679480683733026,12.594836637232167,French Restaurant
184,Nyhavn,55.679770000000076,12.59220450500004,Cap Horn,55.68027900300144,12.58933335267167,Scandinavian Restaurant
185,Nyhavn,55.679770000000076,12.59220450500004,Fishmarket,55.68080797107062,12.584464080394083,Seafood Restaurant
186,Nyhavn,55.679770000000076,12.59220450500004,Gasten & Galionen,55.68025099314723,12.589475216511415,Scandinavian Restaurant
187,Nyhavn,55.679770000000076,12.59220450500004,Mormors,55.684029869357445,12.590021261879283,Café
188,Nyhavn,55.679770000000076,12.59220450500004,Amalienborg Slotsplads,55.684100916583176,12.593080073004183,Plaza
189,Nyhavn,55.679770000000076,12.59220450500004,Café Malmø,55.67693738469582,12.589852858437029,Bar
190,Nyhavn,55.679770000000076,12.59220450500004,Bistro Royal,55.681365,12.584986,Restaurant
191,Nyhavn,55.679770000000076,12.59220450500004,Isobar,55.67851747516244,12.592508965716828,Ice Cream Shop
192,Nyhavn,55.679770000000076,12.59220450500004,Hotel Skt. Annæ,55.6812458,12.5917453,Hotel
193,Nyhavn,55.679770000000076,12.59220450500004,LaLaLa,55.67660375324254,12.595128481096605,French Restaurant
194,Nyhavn,55.679770000000076,12.59220450500004,Skindbuksen,55.67966204235668,12.584626306443406,Scandinavian Restaurant
195,Nyhavn,55.679770000000076,12.59220450500004,Trampolinerne,55.676878249648624,12.589974435202846,Playground
196,Nyhavn,55.679770000000076,12.59220450500004,Copper And Wheat,55.679563143117655,12.598358468379791,Food Truck
197,Nyhavn,55.679770000000076,12.59220450500004,Verandah,55.67794439835757,12.592194394543503,Restaurant
198,Nyhavn,55.679770000000076,12.59220450500004,Barabba,55.682647,12.58622,Italian Restaurant
199,Nyhavn,55.679770000000076,12.59220450500004,Restaurant Heering,55.68042700732973,12.58877649255622,Scandinavian Restaurant
200,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Nyhavn,55.68024653461302,12.589398459502679,Harbor / Marina
201,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Det Kongelige Teater,55.67976070989973,12.586074549677948,Theater
202,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Hotel Sanders,55.67845101995515,12.587354817457431,Hotel
203,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Kunsthal Charlottenborg,55.67992619015504,12.588278526489983,Art Gallery
204,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Told & Snaps,55.679869,12.591598,Restaurant
205,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Nebbiolo,55.681116,12.589191,Wine Bar
206,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Holberg no. 19,55.678736027083836,12.590543441474928,Café
207,Herluf Trolles Gade,55.67906000000005,12.589268960000027,STUD!O,55.67796897072883,12.592252270528702,Restaurant
208,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Fuego,55.67823116841936,12.589047350233457,Steakhouse
209,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Den Vandrette,55.67853732494241,12.592842526323944,Wine Bar
210,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Brønnum,55.679696175899636,12.586644159754318,Cocktail Bar
211,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Restaurant Havfruen,55.67999306023292,12.590580342023486,Seafood Restaurant
212,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Chill-ee,55.68098223213833,12.589854218965037,Sandwich Place
213,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Café Ermanno,55.68114764070817,12.588744951812927,Café
214,Herluf Trolles Gade,55.67906000000005,12.589268960000027,The Union Kitchen,55.681371,12.589345800000046,Breakfast Spot
215,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Zeleste,55.68090828325428,12.588389425435357,Scandinavian Restaurant
216,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Vaffelbageren,55.6798201829072,12.59155179557427,Ice Cream Shop
217,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Nyhavns Færgekro,55.680659322905576,12.588219908776077,Scandinavian Restaurant
218,Herluf Trolles Gade,55.67906000000005,12.589268960000027,The Standard,55.677667467537425,12.591752610739523,Scandinavian Restaurant
219,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Kgl. Teater Gamle Scene,55.679186670314856,12.585692563697654,Theater
220,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Sea by Kiin Kiin,55.67922932327034,12.593392786033236,Asian Restaurant
221,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Taller,55.67869446860539,12.587429881095886,Scandinavian Restaurant
222,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Almanak,55.67777550217731,12.591822465977268,Scandinavian Restaurant
223,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Damindra,55.67876721240542,12.590726320008645,Japanese Restaurant
224,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Jeppes Badehotel,55.68114722940021,12.589923146639526,Bar
225,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Kongens Nytorv,55.679299112359296,12.58525741019448,Plaza
226,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Apollo Bar,55.68000180874106,12.588113157518363,Bar
227,Herluf Trolles Gade,55.67906000000005,12.589268960000027,MASH,55.681873735233594,12.5884850713547,Steakhouse
228,Herluf Trolles Gade,55.67906000000005,12.589268960000027,71 Nyhavn Hotel,55.67944846430373,12.593703277633354,Hotel
229,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Hôtel d'Angleterre,55.68067069693812,12.584899514672804,Hotel
230,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Hummer,55.67944903049811,12.59237768058084,Seafood Restaurant
231,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Kong Hans Kælder,55.678759525964274,12.584101680066615,French Restaurant
232,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Winterspring,55.681211,12.589357,Dessert Shop
233,Herluf Trolles Gade,55.67906000000005,12.589268960000027,No. 11 Café,55.681873473040035,12.590387502766566,Café
234,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Nyhavn 37,55.67996144124873,12.590440557966234,Scandinavian Restaurant
235,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Lomos Food Shop,55.67842605602082,12.59011400576937,Deli / Bodega
236,Herluf Trolles Gade,55.67906000000005,12.589268960000027,Restaurant Kompasset,55.67939808907518,12.592342864491075,Scandinavian Restaurant
